Unnamed: 0,protocol,IP,hash ID,Time,F_Pck,B_Pck,F_P_L1,F_P_L2,F_P_L3,F_P_L4,B_P_L1,B_P_L2,B_P_L3,B_P_L4,F_Hash_IPT,B_Hash_IPT,F_P_L_A,B_P_L_A,F_IA_T_M,F_IA_T_S,A_M,Detection_Time,I_M,F_TCP_S_C,B_TCP_S_C,Label_T,Label_AB,Label_Multi_A,Prelabel_T,Prelabel_AB
11772,6,172.16.0.5,2407502454,204.029243,100,0,0,0,87,13,0,0,0,0,15,16,602,0,316388.947,0,190744568.2,0,0,0,0,0,0,0,0,0
11773,6,10.1.1.2,2550164764,204.055446,0,100,0,0,0,0,0,0,100,0,16,16,0,503,0,196623.601,0,0.18,99035375.47,0,0,0,1,2,0,1
11774,6,150.5.240.98,2375168699,204.063322,84,16,0,0,2,82,16,0,0,0,8,15,1648,64,118275.37,22528.642,194917809.4,0,1441833.079,0,0,0,0,0,0,0
11775,6,163.226.116.217,3173727916,204.080153,22,121,0,0,0,22,78,0,0,0,1,4,1472,99,653.489,2316.914,961935.106,0,230027.96,0,0,0,0,0,0,0
11776,6,172.16.0.5,2407502454,204.109747,100,0,0,0,78,22,0,0,0,0,16,16,713,0,317996.856,0,226922556.4,0,0,0,0,0,0,0,0,0
11777,6,10.1.1.8,3884774358,204.1186,0,100,0,0,0,0,0,0,94,6,16,16,0,620,0,22435.141,0,0.16,13913377.23,0,0,0,1,8,0,1
11778,6,203.121.57.163,3380387745,204.146811,0,100,0,0,0,0,0,0,0,100,5,1,0,1662,0,8667.251,0,0,14411212.13,0,0,0,0,0,0,0
11779,6,172.16.0.5,756589082,204.149917,71,29,71,0,0,0,29,0,0,0,16,16,64,64,27339.517,11166.845,1749729.099,0,714678.083,71,0,0,0,0,0,0
11780,6,172.16.0.5,2407502454,204.197068,100,0,0,0,82,18,0,0,0,0,16,16,687,0,293171.029,0,201514038.2,0,0,0,0,0,0,0,0,0
11781,6,10.1.1.2,2550164764,204.198804,0,100,0,0,0,0,0,0,100,0,16,15,0,512,0,178573.93,0,0.18,91429851.95,0,0,0,1,2,0,1
11782,6,150.5.240.98,2375168699,204.200139,85,15,0,1,1,83,15,0,0,0,8,15,1654,64,159044.588,28066.692,263093428.9,0,1796268.29,0,1,0,0,0,0,0
11783,6,61.248.7.116,2829045243,204.201281,0,100,0,0,0,0,0,0,0,100,2,1,0,1509,0,256.124,0,0,386521.491,0,0,0,0,0,0,0
11784,6,131.172.112.235,3883364168,204.26334,100,0,0,0,0,100,0,0,0,0,1,4,1598,0,42814.806,0,68448887.16,0,0,0,0,0,0,0,0,0
11785,6,203.84.173.80,3285982007,204.26334,0,100,0,0,0,0,0,0,0,100,4,1,0,1598,0,42814.806,0,0,68448887.16,0,0,0,0,0,0,0
11786,6,203.82.141.124,3489922677,204.271969,76,24,1,0,1,74,24,0,0,0,2,12,1467,64,41778.597,13193.241,61322184.76,0,844367.432,0,0,0,0,0,0,0
11787,6,172.16.0.5,2407502454,204.287906,100,0,0,0,81,19,0,0,0,0,16,16,676,0,281820.522,0,190645946.5,0,0,0,0,0,0,0,0,0
11788,6,240F:7EC4:C541:4061:628:E345:9087:4A0F,272952541,204.292983,0,100,0,0,0,0,0,0,0,100,1,1,0,2064,0,3084.845,0,0,6369093.708,0,0,0,0,0,0,0
11789,6,163.226.130.78,390598730,204.321557,45,55,37,2,6,0,8,8,5,34,16,9,137,1158,1758.534,2149.32,242599.578,0,2491022.47,1,0,0,0,0,0,0
11790,6,10.1.1.2,2550164764,204.346937,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0,172817.903,0,0.18,88150955.81,0,0,0,1,2,0,1
11791,6,172.16.0.5,2407502454,204.367555,100,0,0,0,92,8,0,0,0,0,16,16,566,0,321409.34,0,182046250.1,0,0,0,0,0,0,0,0,0
11792,6,150.5.240.98,2375168699,204.36802,80,20,0,1,4,75,20,0,0,0,8,16,1582,64,121991.164,30497.791,193038817.3,0,1951858.618,0,0,0,0,0,0,0
11793,6,49.246.248.232,2184599284,204.387378,34,66,34,0,0,0,0,0,0,66,5,2,64,1621,3865.993,7504.574,247423.53,0,12167415.95,0,0,0,0,0,0,0
11794,6,10.1.1.1,595229600,204.401772,0,100,0,0,0,0,0,3,8,89,16,16,0,1386,0,15374.535,0,0.11,21322634.74,0,0,0,1,1,0,1
11795,6,150.5.167.84,1777812062,204.414098,20,80,20,0,0,0,0,0,0,80,10,2,64,1659,579.537,2318.149,37090.383,0,3846272.758,0,0,0,0,0,0,0
11796,6,10.1.1.5,2060384384,204.430676,32,68,32,0,0,0,68,0,0,0,16,16,64,64,11744.113,24956.239,751623.204,0,1597199.308,0,68,1,0,0,1,0
11797,6,172.16.0.5,2407502454,204.493319,100,0,0,1,76,23,0,0,0,0,16,16,698,0,203556.04,0,142261244.9,0,0,0,0,0,0,0,0,0
11798,6,203.82.141.117,784876520,204.532747,91,9,0,73,18,0,0,2,7,0,13,16,90,184,6133.916,606.651,552187.267,0,112163.039,0,0,0,0,0,0,0
11799,6,150.5.240.98,2375168699,204.534416,86,14,0,1,0,85,14,0,0,0,8,16,1675,64,132310.95,21538.992,221642380.7,0,1378495.482,0,0,0,0,0,0,0
11801,6,133.27.182.9,2061303411,204.559436,100,0,0,100,0,0,0,0,0,0,1,16,64,0,3540.909,0,226618.171,0,0,0,0,0,0,0,0,0
11802,6,172.16.0.5,2407502454,204.588085,100,0,0,0,88,12,0,0,0,0,16,16,604,0,270139.36,0,163380284.9,0,0,0,0,0,0,0,0,0
11803,6,133.55.236.238,634785314,204.667154,100,0,0,0,0,100,0,0,0,0,4,1,1662,0,13675.068,0,22737808.28,0,0,0,0,0,0,0,0,0
11804,6,153.175.77.252,1995299814,204.667154,0,100,0,0,0,0,0,0,0,100,1,4,0,1662,0,13675.068,0,0,22737808.28,0,0,0,0,0,0,0
11805,6,172.16.0.5,2407502454,204.676594,100,0,0,0,81,19,0,0,0,0,16,16,672,0,289235.852,0,194551603.7,0,0,0,0,0,0,0,0,0
11806,6,10.1.1.6,2126477730,204.679519,0,100,0,0,0,0,0,0,100,0,16,15,0,417,0,33539.769,0,0.13,14016940.19,0,0,0,1,6,0,1
11807,6,192.194.5.76,618012136,204.708048,82,18,0,3,0,79,18,0,0,0,1,3,1550,64,591.895,129.928,917466.582,0,8315.407,0,1,0,0,0,0,0
11808,6,150.5.142.50,2592101055,204.709763,100,0,18,0,0,82,0,0,0,0,3,11,1367,0,13867.237,0,18957067.65,0,0,0,0,0,0,0,0,0
11809,6,34.109.145.145,2745355733,204.722851,0,100,0,0,0,0,0,100,0,0,16,5,0,64,0,10694.57,0,0,684452.508,0,0,0,0,0,0,0
11810,6,74.242.153.11,84095244,204.726844,32,68,32,0,0,0,0,2,0,66,2,1,64,1409,712.751,1514.596,45616.06,0,2135401.807,0,0,0,0,0,0,0
11811,6,10.1.1.2,2550164764,204.72851,0,100,0,0,0,0,0,1,99,0,16,15,0,506,0,149366.06,0,0.18,75615074.43,0,0,0,1,2,0,1
11812,6,150.5.240.98,2375168699,204.729763,80,20,0,0,3,77,20,0,0,0,8,16,1640,64,104839.043,26209.761,171936031,0,1677424.693,0,0,0,0,0,0,0
11813,6,172.16.0.5,756589082,204.741781,75,25,75,0,0,0,25,0,0,0,16,16,64,64,32439.892,10813.297,2076153.083,0,692051.028,75,0,0,0,0,0,0
11814,6,203.82.141.124,3489922677,204.743479,74,26,0,0,0,74,26,0,0,0,2,12,1497,64,40177.308,14116.352,60148688.26,0,903446.502,0,1,0,0,0,0,0
11815,6,61.252.104.66,381400912,204.775471,0,100,0,0,0,0,0,0,1,99,2,1,0,1439,0,5364.37,0,0,7721259.046,0,0,0,0,0,0,0
11816,6,2001:1A1:AC13:BF27:FF95:86E6:9564:9B15,3862674444,204.782593,0,100,0,0,0,0,0,0,6,94,8,1,0,1884,0,2754.06,0,0,5190853.135,0,0,0,0,0,0,0
11817,6,172.16.0.5,2407502454,204.786609,100,0,0,1,83,16,0,0,0,0,16,16,659,0,232695.72,0,153541944.1,0,0,0,0,0,0,0,0,0
11818,6,172.16.0.5,2407502454,204.868764,100,0,0,0,85,15,0,0,0,0,16,16,652,0,311606.151,0,203217067.6,0,0,0,0,0,0,0,0,0
11819,6,131.172.125.53,73844542,204.869086,100,0,39,7,44,10,0,0,0,0,1,10,386,0,2768.131,0,1070048.639,0,0,0,0,0,0,0,0,0
11821,6,150.5.240.98,2375168699,204.895561,82,18,0,2,0,80,18,0,0,0,8,16,1529,64,126611.94,27792.865,193685387.7,0,1778743.356,0,0,0,0,0,0,0
11822,6,123.193.190.170,2545309371,204.925646,26,74,26,0,0,0,2,1,0,71,15,1,64,1548,302.897,862.092,19385.43,0,1334612.273,0,0,0,0,0,0,0
11823,6,3.0.227.28,331600237,204.937092,0,100,0,0,0,0,0,100,0,0,16,5,0,64,0,10439.464,0,0,668125.724,0,0,0,0,0,0,0
11824,6,172.16.0.5,2407502454,204.951794,100,0,0,1,84,15,0,0,0,0,16,16,640,0,308321.462,0,197325735.6,0,0,0,0,0,0,0,0,0
11825,6,180.188.203.15,3470679951,204.953558,0,100,0,0,0,0,0,0,0,100,1,1,0,1775,0,772.972,0,0,1372304.226,0,0,0,0,0,0,0
11826,6,10.1.1.7,1673646831,204.955242,0,100,0,0,0,0,0,0,100,0,16,16,0,259,0,15665.101,0,0.12,4060394.307,0,0,0,1,7,0,1
11827,6,112.118.246.245,2742531339,204.958233,38,62,38,0,0,0,0,0,0,62,5,2,64,1540,1867.297,3046.642,119506.992,0,4692221.904,0,0,0,0,0,0,0
11828,6,10.1.1.3,159023198,204.97966,0,100,0,0,0,0,0,0,1,99,16,16,0,1495,0,19413.177,0,0.14,29023475.46,0,0,0,1,3,0,1
11829,6,10.1.1.5,2060384384,204.993579,27,73,27,0,0,0,73,0,0,0,16,16,64,64,12279.204,33199.33,785869.07,0,2124757.115,0,73,1,0,0,1,0
11830,6,115.91.7.232,536866018,205.011456,24,76,24,0,0,0,0,4,0,72,2,1,64,1690,4328.526,13706.998,277025.641,0,23177811.93,0,0,0,0,0,0,0
11831,6,10.1.1.2,2550164764,205.01539,0,100,0,0,0,0,0,0,100,0,16,15,0,512,0,185375.601,0,0.18,94912307.63,0,0,0,1,2,0,1
11832,6,150.5.240.98,2375168699,205.0348,93,7,0,1,5,87,7,0,0,0,8,16,1541,64,170986.488,12869.951,263576590,0,823676.844,0,0,0,0,0,0,0
11833,6,150.5.50.181,839266254,205.035644,66,34,0,2,0,64,34,0,0,0,1,1,1411,64,1443.285,743.51,2037743.224,0,47584.663,0,0,0,0,0,0,0
11834,6,103.103.124.31,358401688,205.04201,0,100,0,0,0,0,2,9,2,87,1,1,0,1411,0,3280.155,0,0,4628954.922,0,0,0,0,0,0,0
11835,6,172.16.0.5,2407502454,205.066603,100,0,0,0,82,18,0,0,0,0,16,16,667,0,222979.427,0,148843227.4,0,0,0,0,0,0,0,0,0
11836,6,115.173.58.206,304719530,205.068968,19,81,19,0,0,0,0,0,1,80,4,2,64,1419,3703.078,15786.804,236996.961,0,22414923.13,0,0,0,0,0,0,0
11837,6,124.217.153.162,2473416264,205.076756,18,82,18,0,0,0,0,0,0,82,1,1,64,1536,1054.525,4803.945,67489.569,0,7378859.579,0,0,0,0,0,0,0
11838,6,172.234.187.124,1090731243,205.091902,93,7,0,0,0,93,0,7,0,0,1,1,1408,64,9433.069,710.016,13281761.46,0,45441.022,0,0,0,0,0,0,0
11839,6,163.226.35.82,2507454335,205.091902,7,93,0,7,0,0,0,0,1,92,3,2,64,1396,720.093,9566.956,46085.98,0,13364934.28,0,0,0,0,0,0,0
11840,6,163.226.249.72,3153790573,205.123878,12,88,12,0,0,0,0,0,0,88,5,2,64,1696,267.579,1962.248,17125.076,0,3327973.187,0,0,0,0,0,0,0
11841,6,131.172.112.235,3883364168,205.126781,100,0,0,0,2,98,0,0,0,0,1,4,1685,0,29648.812,0,49980782.1,0,0,0,0,0,0,0,0,0
11842,6,203.84.173.80,3285982007,205.126781,0,100,0,0,0,0,0,0,2,98,4,1,0,1685,0,29648.812,0,0,49980782.1,0,0,0,0,0,0,0
11843,6,172.16.0.5,2407502454,205.165428,100,0,0,0,85,15,0,0,0,0,16,16,627,0,259043.822,0,162638073.3,0,0,0,0,0,0,0,0,0
11844,6,2001:20E:FD1D:E822:9F03:8BE3:8FE3:1C1E,37261978,205.172124,100,0,1,0,4,95,0,0,0,0,2,10,1817,0,19127.158,0,34765521.78,0,0,0,0,0,0,0,0,0
11845,6,150.5.240.98,2375168699,205.185023,93,7,0,1,4,88,7,0,0,0,8,16,1710,64,158484.369,11928.931,271025312.1,0,763451.583,0,0,0,0,0,0,0
11846,6,150.5.49.10,427065850,205.238491,100,0,98,2,0,0,0,0,0,0,16,4,64,0,8555.057,0,552998.906,0,0,0,0,0,0,0,0,0
11847,6,10.1.1.2,2550164764,205.239904,0,100,0,0,0,0,0,1,99,0,16,16,0,499,0,114024.066,0,0.18,56993789.11,0,0,0,1,2,0,1
11848,6,10.1.1.8,3884774358,205.255206,0,100,0,0,0,0,0,0,96,4,16,16,0,561,0,22523.197,0,0.16,12641819.84,0,0,0,1,8,0,1
11849,6,203.82.143.7,3747993218,205.263559,100,0,0,100,0,0,0,0,0,0,1,16,64,0,4862.278,0,311185.782,0,0,0,0,0,0,0,0,0
11850,6,172.16.0.5,2407502454,205.309986,100,0,0,1,83,16,0,0,0,0,16,16,645,0,177091.314,0,114245148.3,0,0,0,0,0,0,0,0,0
11851,6,218.229.195.94,709447764,205.31446,39,61,39,0,0,0,0,2,2,57,1,1,64,1574,990.614,1549.422,63399.32,0,2440060.992,0,0,0,0,0,0,0
11852,6,153.79.91.80,3775324122,205.326375,0,100,0,0,0,0,0,0,2,98,1,1,0,1646,0,5745.595,0,0,9461386.984,0,0,0,0,0,0,0
11853,6,17.6.79.43,919529321,205.328834,0,100,0,0,0,0,99,0,0,1,1,6,0,78,0,4298.093,0,0,338345.871,0,0,0,0,0,0,0
11854,6,150.5.240.98,2375168699,205.348421,80,20,1,1,2,76,20,0,0,0,8,15,1541,64,125338.11,31334.528,193221231,0,2005409.766,0,0,0,0,0,0,0
11855,6,203.82.141.124,3489922677,205.362961,70,30,0,0,0,70,30,0,0,0,2,12,1463,64,28927.392,12397.454,42343090.34,0,793437.046,0,0,0,0,0,0,0
11856,6,203.82.133.168,4041610754,205.379882,63,37,0,0,0,63,37,0,0,0,6,10,1513,64,11772.676,6914.111,17819719.71,0,442503.107,0,1,0,0,0,0,0
11857,6,172.16.0.5,2407502454,205.399477,100,0,0,0,86,14,0,0,0,0,16,16,627,0,286062.636,0,179418485.1,0,0,0,0,0,0,0,0,0
11858,6,10.1.1.2,2550164764,205.442736,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0,126212.837,0,0.18,64378643.7,0,0,0,1,2,0,1
11859,6,163.226.32.233,3900087592,205.450994,13,87,13,0,0,0,0,0,0,87,3,2,64,1639,42.431,283.962,2715.59,0,465619.267,0,0,0,0,0,0,0
11860,6,172.16.0.5,756589082,205.475386,74,26,74,0,0,0,26,0,0,0,16,16,64,64,25823.156,9073.001,1652681.972,0,580672.044,74,0,0,0,0,0,0
11861,6,172.16.0.5,2407502454,205.488837,100,0,0,0,84,16,0,0,0,0,16,16,652,0,286481.651,0,186831873.8,0,0,0,0,0,0,0,0,0
11862,6,150.5.158.233,1922246733,205.489061,27,73,25,1,1,0,0,0,0,73,5,2,71,1722,85.888,232.215,6107.582,0,400046.652,0,0,0,0,0,0,0
11863,6,150.5.240.98,2375168699,205.496485,85,15,0,1,3,81,15,0,0,0,8,15,1662,64,146963.576,25934.749,244326081.3,0,1659823.922,0,0,0,0,0,0,0
11864,6,10.1.1.2,2550164764,205.542609,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0,256325.364,0,0.18,130746441.8,0,0,0,1,2,0,1
11865,6,172.16.0.5,2407502454,205.572549,100,0,0,0,83,17,0,0,0,0,16,16,653,0,305810.029,0,199828505.1,0,0,0,0,0,0,0,0,0
11866,6,172.16.0.5,2407502454,205.646437,100,0,0,0,89,11,0,0,0,0,16,16,594,0,346471.154,0,205997889.3,0,0,0,0,0,0,0,0,0
11867,6,17.4.156.234,2711695056,205.647958,0,100,0,0,0,0,0,0,0,100,1,1,0,1536,-1,-1,0,0,0,0,0,0,0,0,0,0
11868,6,150.5.240.98,2375168699,205.660927,90,10,0,0,3,87,10,0,0,0,8,15,1606,64,140110.138,15567.793,225072925.2,0,996338.757,0,0,0,0,0,0,0
11869,6,10.1.1.6,2126477730,205.672303,0,100,0,0,0,0,0,0,100,0,16,16,0,416,0,25786.072,0,0.13,10727005.82,0,0,0,1,6,0,1
11870,6,10.1.1.5,2060384384,205.703089,21,79,21,0,0,0,79,0,0,0,16,16,64,64,7577.059,28504.175,484931.794,0,1824267.226,0,79,1,0,0,1,0
11871,6,131.172.112.235,3883364168,205.708545,100,0,0,0,2,98,0,0,0,0,1,4,1770,0,44004.099,0,77897816.54,0,0,0,0,0,0,0,0,0
11872,6,203.84.173.80,3285982007,205.708545,0,100,0,0,0,0,0,0,2,98,4,1,0,1770,0,44004.099,0,0,77897816.54,0,0,0,0,0,0,0
11873,6,113.108.110.159,3786078900,205.722038,0,100,0,0,0,0,0,0,1,99,1,1,0,1434,-1,-1,0,0,0,0,0,0,0,0,0,0
11874,6,115.173.58.206,304719530,205.731234,22,78,22,0,0,0,0,1,0,77,5,2,64,1535,8504.136,30151.026,544264.678,0,46287236.94,0,0,0,0,0,0,0
11875,6,217.189.164.255,2722011695,205.741312,0,100,0,0,0,0,98,2,0,0,9,1,0,64,0,3234.765,0,0,207024.95,0,0,0,0,0,0,0
11876,6,10.1.1.2,2550164764,205.767643,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0,113760.588,0,0.18,58027000.75,0,0,0,1,2,0,1
11877,6,202.109.24.222,3331601681,205.769993,0,100,0,0,0,0,5,0,0,95,10,2,0,1553,-1,-1,0,0,0,0,0,0,0,0,0,0
11878,6,172.16.0.5,2407502454,205.78056,100,0,0,0,75,25,0,0,0,0,16,16,721,0,190869.451,0,137792474.2,0,0,0,0,0,0,0,0,0
11879,6,115.91.165.28,2923792796,205.790504,19,81,19,0,0,0,0,0,0,81,2,1,64,1768,2244.659,9569.334,143658.157,0,16921418.71,0,0,0,0,0,0,0
11880,6,150.5.240.98,2375168699,205.807927,85,15,0,2,5,78,15,0,0,0,8,16,1533,64,148027.136,26122.436,227035313.7,0,1671835.889,0,0,0,0,0,0,0
11881,6,111.207.68.183,1771426630,205.82674,100,0,100,0,0,0,0,0,0,0,1,1,64,0,187.573,0,12004.646,0,0,0,0,0,0,0,0,0
11882,6,203.82.133.168,4041610754,205.828234,80,20,0,1,0,79,20,0,0,0,6,6,1558,64,45678.41,11419.602,71185233.84,0,730854.557,0,0,0,0,0,0,0
11883,6,203.82.141.124,3489922677,205.865891,78,22,1,0,0,77,22,0,0,0,2,13,1522,64,39703.344,11198.379,60463103.17,0,716696.266,0,0,0,0,0,0,0
11884,6,172.16.0.5,2407502454,205.879691,100,0,0,0,88,12,0,0,0,0,15,16,606,0,258243.862,0,156681715.9,0,0,0,0,0,0,0,0,0
11885,6,74.242.144.18,926440753,205.884141,75,25,0,0,0,75,25,0,0,0,1,1,1550,64,-1,-1,0,0,0,0,0,0,0,0,0,0
11886,6,18.161.254.86,995078543,205.927434,0,100,0,0,0,0,68,14,18,0,1,5,0,102,0,225.835,0,0,23125.469,0,0,0,0,0,0,0
11887,6,10.1.1.2,2550164764,205.931655,0,100,0,0,0,0,0,0,100,0,16,15,0,506,0,156086.183,0,0.18,79017069.09,0,0,0,1,2,0,1
11888,6,150.5.240.98,2375168699,205.956813,86,14,1,0,0,85,14,0,0,0,8,16,1638,64,147871.56,24072.114,242316781.9,0,1540615.326,0,0,0,0,0,0,0
11889,6,10.1.1.1,595229600,205.966033,0,100,0,0,0,0,0,0,10,90,16,16,0,1442,0,16365.556,0,0.11,23608296.16,0,0,0,1,1,0,1
11890,6,172.16.0.5,2407502454,205.969822,100,0,0,0,87,13,0,0,0,0,16,16,630,0,284031.633,0,179053541.4,0,0,0,0,0,0,0,0,0
11891,6,17.4.154.108,1155728956,205.973761,0,100,0,0,0,0,98,1,0,1,1,13,0,78,0,1514.984,0,0,119259.528,0,0,0,0,0,0,0
11892,6,172.16.0.5,2407502454,206.063157,100,0,0,0,82,18,0,0,0,0,16,15,670,0,274280.371,0,183789790.8,0,0,0,0,0,0,0,0,0
11893,6,133.8.156.22,3642194329,206.066199,100,0,0,1,77,22,0,0,0,0,5,2,591,0,1572.509,0,929918.638,0,0,0,0,0,0,0,0,0
11894,6,10.1.1.2,2550164764,206.074812,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0,178824.64,0,0.18,91558215.9,0,0,0,1,2,0,1
11895,6,150.5.240.98,2375168699,206.077532,81,19,0,1,2,78,19,0,0,0,8,15,1578,64,171770.869,40291.932,271168945.5,0,2578683.666,0,0,0,0,0,0,0
11896,6,115.173.58.206,304719530,206.098385,16,84,16,0,0,0,0,1,0,83,5,2,64,1475,11156.172,58569.904,713995.017,0,86393397,0,0,0,0,0,0,0
11897,6,203.82.133.168,4041610754,206.101694,83,17,0,1,0,82,17,0,0,0,6,8,1487,64,77700.535,15914.567,115573461.2,0,1018532.317,0,0,0,0,0,0,0
11898,6,163.226.32.233,3900087592,206.127228,29,71,29,0,0,0,0,0,0,71,3,1,64,1520,10978.448,26878.27,702620.683,0,40873141.13,0,0,0,0,0,0,0
11899,6,172.16.0.5,2407502454,206.160482,100,0,0,0,85,15,0,0,0,0,16,16,649,0,263036.629,0,170868594.3,0,0,0,0,0,0,0,0,0
11900,6,42.102.137.34,3899436258,206.164053,0,99,0,0,0,0,9,29,0,62,1,1,0,963,0,2983.289,0,0,2875413.662,0,0,0,0,0,0,0
11901,6,172.16.0.5,756589082,206.182169,73,27,73,0,0,0,27,0,0,0,16,16,64,64,26440.937,9779.525,1692219.972,0,625889.579,73,0,0,0,0,0,0
11902,6,182.87.146.99,949550498,206.208213,0,100,0,0,0,0,0,0,6,94,1,1,0,1592,0,648.664,0,0,1033296.188,0,0,0,0,0,0,0
11903,6,203.82.141.69,1083299421,206.213347,100,0,0,100,0,0,0,0,0,0,1,16,64,0,5393.907,0,345210.05,0,0,0,0,0,0,0,0,0
11904,6,10.1.1.2,2550164764,206.217527,0,100,0,0,0,0,0,1,99,0,16,16,0,506,0,179378.51,0,0.18,90808576.99,0,0,0,1,2,0,1
11905,6,150.5.240.98,2375168699,206.226463,89,11,0,1,2,86,11,0,0,0,8,15,1589,64,152983.569,18908.082,243233561.6,0,1210117.222,0,0,0,0,0,0,0
11906,6,172.16.0.5,2407502454,206.246108,100,0,0,1,81,18,0,0,0,0,16,16,672,0,298974.173,0,201101987.7,0,0,0,0,0,0,0,0,0
11907,6,131.172.112.235,3883364168,206.276854,100,0,0,0,0,100,0,0,0,0,1,4,1697,0,45045.911,0,76455524.63,0,0,0,0,0,0,0,0,0
11908,6,203.84.173.80,3285982007,206.276854,0,100,0,0,0,0,0,0,0,100,4,1,0,1697,0,45045.911,0,0,76455524.63,0,0,0,0,0,0,0
11909,6,203.82.133.168,4041610754,206.360275,77,23,0,0,0,77,23,0,0,0,6,8,1506,64,76231.455,22770.435,114873872.5,0,1457307.815,0,0,0,0,0,0,0
11910,6,114.188.89.94,3123670208,206.361529,0,100,0,0,0,0,0,0,2,98,3,1,0,1599,0,7017.567,0,0,11223615.62,0,0,0,0,0,0,0
11911,6,10.1.1.5,2060384384,206.373566,27,73,27,0,0,0,73,0,0,0,16,16,64,64,10309.08,27872.697,659781.107,0,1783852.622,0,73,1,0,0,1,0
11912,6,172.16.0.5,2407502454,206.376453,100,0,0,0,87,13,0,0,0,0,16,16,615,0,196402.056,0,120795120.5,0,0,0,0,0,0,0,0,0
11913,6,10.1.1.8,3884774358,206.380937,0,100,0,0,0,0,0,0,98,2,16,16,0,581,0,22740.779,0,0.16,13215121.65,0,0,0,1,8,0,1
11914,6,172.234.96.9,2706506453,206.39312,9,91,0,9,0,0,0,1,1,89,1,7,64,1379,70.702,714.873,4524.913,0,985928.202,0,0,0,0,0,0,0
11915,6,10.1.1.2,2550164764,206.400071,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0,140239.983,0,0.18,71802871.55,0,0,0,1,2,0,1
11916,6,150.5.240.98,2375168699,206.403705,87,13,0,0,1,86,13,0,0,0,8,15,1632,64,125658.675,18776.584,205121177.1,0,1201701.353,0,0,0,0,0,0,0
11917,6,115.173.58.206,304719530,206.40763,17,83,17,0,0,0,0,0,0,83,5,1,64,1492,14072.99,68709.304,900671.364,0,102570574.2,0,0,0,0,0,0,0
11918,6,122.122.234.73,1837009339,206.421719,59,41,59,0,0,0,0,0,0,41,1,1,64,1536,3852.962,2677.482,246589.569,0,4112612.481,0,0,0,0,0,0,0
11919,6,10.1.1.7,1673646831,206.42555,0,100,0,0,0,0,0,0,100,0,16,16,0,261,0,17411.317,0,0.12,4557586.371,0,0,0,1,7,0,1
11920,6,115.91.7.232,536866018,206.427921,18,82,18,0,0,0,0,7,1,74,2,1,64,1566,3253.169,14819.992,208202.808,0,23214613.12,0,0,0,0,0,0,0
11921,6,133.55.236.238,634785314,206.442054,100,0,0,0,0,100,0,0,0,0,4,1,1634,0,14423.348,0,23575827.91,0,0,0,0,0,0,0,0,0
11922,6,153.175.77.252,1995299814,206.442054,0,100,0,0,0,0,0,0,0,100,1,4,0,1634,0,14423.348,0,0,23575827.91,0,0,0,0,0,0,0
11923,6,124.13.166.178,1841027063,206.456342,0,100,0,0,0,0,0,0,5,95,1,1,0,1704,0,3070.896,0,0,5233789.009,0,0,0,0,0,0,0
11924,6,163.226.116.217,3173727916,206.481087,34,66,0,0,0,34,66,0,0,0,1,3,1596,64,3625.256,7037.261,5786761.365,0,450384.729,0,0,0,0,0,0,0
11925,6,172.16.0.5,2407502454,206.481407,100,0,0,0,85,15,0,0,0,0,16,16,647,0,243916.372,0,157823649.6,0,0,0,0,0,0,0,0,0
11926,6,10.1.1.3,159023198,206.49582,0,100,0,0,0,0,0,0,0,100,16,15,0,1501,0,16884.761,0,0.14,25351456.12,0,0,0,1,3,0,1
11927,6,203.82.141.124,3489922677,206.513543,73,27,0,0,0,73,27,0,0,0,2,12,1536,64,28854.996,10672.396,44321273.44,0,683033.324,0,0,0,0,0,0,0
11928,6,2001:20E:FD1D:E822:9F03:8BE3:8FE3:1C1E,37261978,206.520466,100,0,0,0,3,97,0,0,0,0,2,12,1872,0,18986.282,0,35542319.43,0,0,0,0,0,0,0,0,0
11929,6,74.242.144.18,926440753,206.534846,66,34,0,0,0,66,34,0,0,0,1,1,1589,64,25965.679,13376.259,41268119.82,0,856080.582,0,0,0,0,0,0,0
11930,6,10.1.1.2,2550164764,206.541637,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0,180834.637,0,0.18,92587334.13,0,0,0,1,2,0,1
11931,6,150.5.142.50,2592101055,206.542132,100,0,21,1,0,78,0,0,0,0,3,11,1285,0,13970.984,0,17963332.93,0,0,0,0,0,0,0,0,0
11932,6,150.5.240.98,2375168699,206.551607,91,9,0,1,2,88,9,0,0,0,8,14,1581,64,157509.69,15577.881,249135326.4,0,996984.41,0,0,0,0,0,0,0
11933,6,172.16.0.5,2407502454,206.559875,100,0,0,0,89,11,0,0,0,0,16,16,604,0,326247.292,0,197314362,0,0,0,0,0,0,0,0,0
11934,6,131.172.162.61,4218110283,206.575721,100,0,0,1,45,54,0,0,0,0,1,1,838,0,2161.42,0,1812134.9,0,0,0,0,0,0,0,0,0
